"Rank","Desc"
"605","Furniture"
"605","History"
"608","Life on other planets"
"608","Fiction"
"608","Science fiction"
"608","Dejah Thoris (Fictitious character)"
"608","Carter, John (Fictitious character)"
"608","Mars (Planet)"
"609","Photography"
"609","Early works to 1850"
"610","Feminists"
"610","Great Britain"
"610","Biography"
"610","Suffragists"
"610","Women"
"610","Suffrage"
"610","Pankhurst, Emmeline, 1858-1928"
"611","Salome (Biblical figure)"
"611","Drama,Tragedies"
"614","Private investigators"
"614","England"
"614","Fiction"
"614","Detective and mystery stories"
"614","Holmes, Sherlock (Fictitious character)"
"615","Science,Philosophy,Mathematics"
"616","Mexico"
"616","History"
"616","Conquest, 1519-1540"
"618","Classical literature"
"618","Iran"
"618","History"
"618","To 640"
"618","Greece"
"618","Expedition of Cyrus, 401 B.C."
"618","Cyrus, the Younger, approximately 423 B.C.-401 B.C."
"619","Mythology, Norse"
"619","Scalds and scaldic poetry"
"620","Tales"
"620","Arab countries,Fairy tales"
"620","Arab countries,Fairy tales,Folklore"
"620","Arab countries,Arabs"
"620","Folklore"
"621","Montessori method of education"
"622","Fantasy fiction"
"622","American fiction"
"622","19th century"
"622","Horror tales, American"
"622","Short stories"
"623","Italy"
"623","Orphans"
"623","Gothic fiction (Literary genre),Guardian and ward"
"623","Inheritance and succession"
"623","Castles"
"623","Young women"
"623","Horror tales"
"625","United States. Declaration of Independence"
"625","United States"
"625","History"
"625","Revolution, 1775-1783"
"625","Sources"
"627","Friendship"
"627","Fiction"
"627","Country life"
"627","Prince Edward Island"
"627","Orphans"
"627","History"
"627","20th century"
"627","Canada"
"627","1867-1914"
"627","Shirley, Anne (Fictitious character)"
"627","Marriage"
"627","Young women"
"628","Madhya Pradesh (India)"
"628","Religion,Ethnology"
"628","India"
"628","Madhya Pradesh,Caste"
"628","Madhya Pradesh,Madhya Pradesh (India)"
"628","Scheduled tribes"
"629","Tristan (Legendary character)"
"629","Romances"
"629","Adaptations,Iseult (Legendary character)"
"629","Adaptations,Arthurian romances"
"629","Adaptations"
"630","J<fc>nger, Ernst, 1895-1998"
"630","Soldiers"
"630","Germany"
"630","Diaries"
"630","World War, 1914-1918"
"630","Personal narratives, German"
"631","Widows"
"631","England"
"631","Mate selection"
"631","Mothers and daughters"
"631","Epistolary fiction"
"632","People with visual disabilities"
"632","Wessex (England)"
"632","Love stories,Mothers and sons"
"632","Mate selection"
"632","Heathlands"
"632","Didactic fiction,Adultery"
"632","Fiction"
"633","Arthurian romances"
"633","Adaptations"
"633","Arthur, King"
"633","Poetry"
"633","Knights and knighthood"
"634","Dragons"
"634","Poetry"
"634","Epic poetry, English (Old)"
"634","Monsters"
"634","Scandinavia"
"635","Edwards, Jonathan, 1703-1758"
"635","Sermons, American"
"635","Congregational churches"
"635","Sermons"
"636","French drama"
"636","17th century"
"636","Translations into English,Comedies"
"637","Science fiction,Short stories"
"638","Indexes"
"639","Painting"
"639","History"
"640","United States"
"640","Social life and customs"
"640","20th century"
"640","Short stories"
"641","Married women"
"641","Domestic fiction,Deception"
"641","England"
"641","Psychological fiction,Bigamy"
"641","Fiction"
"642","Pastoral fiction,Wessex (England)"
"642","Women farmers"
"642","Triangles (Interpersonal relations)"
"642","Farm life"
"642","Didactic fiction,Love stories"
"643","Values,Conduct of life,Time management"
"644","Kings and rulers"
"644","Drama"
"644","Britons"
"644","Tragedies"
"644","Lear, King (Legendary character)"
"644","Aging parents"
"644","Inheritance and succession"
"644","Fathers and daughters"
"645","Mythology, Assyro-Babylonian"
"645","Assyro-Babylonian religion"
"646","Satire,Humorous stories,Swindlers and swindling"
"646","Russia"
"646","Russia"
"646","Social life and customs"
"646","1533-1917"
"646","Fiction"
"647","Epic literature, Sanskrit"
"648","Country life"
"648","Barsetshire (England: Imaginary place)"
"648","Great Britain"
"648","History"
"648","19th century"
"648","Physicians"
"648","England"
"648","Social life and customs"
"648","Nieces"
"648","Inheritance and succession"
"648","Domestic fiction,Love stories"
"649","Detective and mystery stories"
"650","Drawing instruments,Mechanical drawing"
"651","Private investigators"
"651","England"
"651","Fiction"
"651","Detective and mystery stories, English"
"651","Holmes, Sherlock (Fictitious character)"
"652","Fathers and daughters"
"652","Dysfunctional families"
"652","Family-owned business enterprises"
"652","England"
"652","Businesspeople"
"652","Domestic fiction"
"653","Egypt"
"653","History"
"653","To 332 B.C."
"653","History, Ancient"
"654","Philosophy, Chinese"
"654","Taoism"
"654","Sacred books"
"655","Fantasy"
"656","Science fiction,War stories,Weapons"
"656","Fiction"
"658","Science fiction"
"658","Dejah Thoris (Fictitious character)"
"658","Fiction"
"658","Carter, John (Fictitious character)"
"658","Mars (Planet)"
"659","Fairy tales"
"659","Germany"
"660","Essays,Short stories,Storytelling"
"662","English language"
"662","Prepositions,English language"
"662","Synonyms and antonyms"
"663","Science fiction,Short stories"
"666","Erotic literature, American"
"666","Prostitutes"
"666","Fiction"
"667","Classical literature"
"667","Socrates, 470 BC-399 BC"
"667","Ethics"
"667","Early works to 1800"
"667","Virtue"
"668","Psychoanalysis"
"668","Uncanny, The (Psychoanalysis)"
"669","Public speaking"
"670","Comedy"
"670","Laughter"
"670","Philosophy, French"
"671","Rome"
"671","History"
"672","Two thousand, A.D."
"672","Fiction"
"672","Science fiction"
"672","Time travel"
"672","Utopian fiction"
"672","Social problems"
"672","Utopias"
"672","Boston (Mass.)"
"673","English language"
"674","Grandfathers"
"674","Switzerland"
"674","History"
"674","19th century"
"674","Orphans"
"674","Mountain life"
"674","Switzerland"
"674","Fiction"
"675","Utopias"
"675","Early works to 1800"
"676","Repentance"
"676","Women"
"676","England"
"676","Criminals"
"676","Prostitutes"
"676","British"
"676","Virginia"
"676","London (England)"
"676","Picaresque literature,Virginia"
"676","Children of prisoners"
"676","Adventure stories"
"677","Socrates, 470 BC-399 BC"
"678","England"
"678","Social life and customs"
"678","18th century"
"678","Drama,English drama"
"678","18th century,Nobility"
"678","History"
"678","Drama,Comedies"
"679","Composers"
"679","Austria"
"679","Correspondence"
"679","Mozart, Wolfgang Amadeus, 1756-1791"
"680","Success,Success in business"
"681","Knowledge, Theory of"
"681","Early works to 1800"
"682","Arthurian romances"
"682","Tales, Medieval"
"682","Romances"
"682","Translations into English"
"682","Chr<e9>tien, de Troyes, active 12th century"
"684","New England"
"684","Social life and customs"
"684","Fiction"
"684","Short stories"
"684","Historical fiction, American"
"685","Heredity,Drosophila"
"686","African Americans"
"686","Alabama"
"686","Biography,Slaves"
"686","Social conditions,Slaves"
"686","Biography,Slave narratives"
"686","Alabama,Slavery"
"687","Thought and thinking,Educational psychology"
"688","Fairy tales,Folklore"
"688","Arab countries"
"689","Latin America"
"689","Political fiction,Revolutions"
"689","Sea stories,Sailors"
"689","Fiction"
"691","Avarice"
"691","Psychological fiction,Murderers"
"691","Dentists"
"691","Married people"
"691","San Francisco (Calif.)"
"691","Didactic fiction"
"692","Man-woman relationships"
"692","Drama,Padua (Italy)"
"692","Drama,Comedies,Sex role"
"692","Drama,Married people"
"692","Drama"
"693","Bildungsromans,Autobiographical fiction,England"
"693","Working class families"
"693","Domestic fiction,Young men"
"693","Fiction"
"694","Spain"
"694","Colonies"
"694","America"
"694","Indians, Treatment of"
"694","Latin America"
"695","Architecture"
"696","Picaresque literature,Spain"
"696","Social life and customs"
"696","16th century"
"696","Knights and knighthood"
"696","Spain"
"696","Romances"
"697","Paris (France)"
"697","Ex-convicts"
"697","Epic literature,Orphans"
"697","Historical fiction"
"698","Jesus Christ"
"698","Mormon interpretations,Christian biography"
"698","Palestine,Jesus Christ"
"698","Biography"
"699","Representative government and representation"
"700","Equator"
"700","Description and travel"
"700","Voyages around the world"
"700","Twain, Mark, 1835-1910"
"700","Travel"
"701","Sealers (Persons)"
"701","Ship captains"
"701","Arctic regions"
"701","Sea stories,Sealing ships"
"701","Fiction"
"702","Conformity"
"702","Businessmen"
"702","Satire,Middle-aged men"
"702","Psychological fiction"
"703","Science fiction,Twenty-first century"
"703","End of the world"
"703","Plague"
"703","Fiction"
"704","Country life"
"704","Humorous stories,Pastoral fiction,Animals"
"704","Fantasy fiction,England"
"704","Friendship"
"704","River life"
"704","Fiction"
"706","Human beings"
"707","Monsters"
"707","Fiction"
"707","Frankenstein's monster (Fictitious character)"
"707","Gothic fiction (Literary genre)"
"707","Science fiction"
"707","Frankenstein, Victor (Fictitious character)"
"707","Scientists"
"707","Horror tales"
"708","American essays"
"709","United States. Army"
"709","Biography"
"709","United States"
"709","History"
"709","Civil War, 1861-1865"
"709","Campaigns"
"709","Sherman, William T. (William Tecumseh), 1820-1891"
"709","Personal narratives"
"709","Generals"
"710","Robin Hood (Legendary character)"
"710","Legends,Folklore"
"710","England"
"712","Fantasy fiction,Children's stories"
"713","Economics"
"715","English essays"
"717","Courtly love"
"717","Poetry,Romances"
"718","Jews"
"718","Italy"
"718","Drama,Moneylenders"
"718","Drama,Venice (Italy)"
"718","Drama,Comedies"
"719","Coffee Industry,Drinking customs,Coffee"
"720","Erotic stories"
"720","France"
"720","History"
"720","15th century"
"720","Fiction"
"720","Rais, Gilles de, 1404-1440"
"720","Satanism"
"720","Paranormal fiction"
"722","English drama (Comedy)"
"724","England"
"724","Social life and customs"
"724","20th century"
"724","Women"
"724","Forsyte family (Fictitious characters)"
"724","Middle class"
"724","Families"
"724","England"
"724","19th century"
"724","Domestic fiction"
"726","Horror tales"
"729","Tragedies,Jews"
"729","Malta"
"729","Drama"
"730","Science fiction"
"731","Salvation Army"
"731","Drama,Children of the rich"
"731","Drama,Didactic drama,Crime"
"731","Drama,Fathers and daughters"
"731","Drama"
"732","Roland (Legendary character)"
"732","Romances"
"732","Epic poetry, French"
"732","Translations into English"
"733","Drama"
"734","Logic"
"734","Juvenile literature"
"734","Logic, Symbolic and mathematical"
"735","Oz (Imaginary place)"
"735","Fantasy"
"736","England"
"736","Fiction"
"736","Brown, Father (Fictitious character)"
"736","Clergy"
"736","Detective and mystery stories, English"
"736","Catholics"
"738","Science fiction, American"
"738","Periodicals"
"738","Science fiction"
"740","Spanish language"
"740","Textbooks for foreign speakers"
"740","English,Spanish language"
"740","Readers"
"741","Literature"
"741","History and criticism"
"742","Names, Personal"
"742","Netherlands"
"742","Frisian"
"743","Fairy tales"
"743","Short stories"
"743","Children's stories, American"
"743","United States"
"745","Geography"
"745","Outlines, syllabi, etc."
"747","Rhetoric, Ancient"
"747","Love"
"747","Early works to 1800"
"747","Soul"
"747","Classical literature"
"747","Rhetoric"
"747","Socrates, 470 BC-399 BC"
"747","Lysias"
"749","Orphans"
"749","Juvenile fiction,Conduct of life"
"749","Juvenile fiction,Cheerfulness"
"749","Juvenile fiction,Aunts"
"749","Juvenile fiction,Interpersonal relations"
"749","Juvenile fiction,Vermont"
"749","History"
"749","20th century"
"749","Juvenile fiction"
"750","Cicero, Marcus Tullius"
"750","Correspondence"
"750","Statesmen"
"750","Rome"
"750","Authors, Latin"
"751","Friendship"
"751","Fiction"
"751","Hessen (Hesse, Germany : Province)"
"751","Middle class"
"751","Bad Nauheim (Germany)"
"751","British"
"751","Germany"
"751","Married people"
"751","Domestic fiction"
"751","Adultery"
"752","Christian life"
"752","Catholic authors,Spiritual life"
"752","Catholic Church"
"753","Grandfathers"
"753","Antique dealers"
"753","Didactic fiction,England"
"753","Grandparent and child"
"753","Gamblers"
"753","Domestic fiction,Girls"
"753","Fiction"
"754","English drama,Man-woman relationships"
"754","Drama"
"756","Folklore"
"756","Philippines"
"757","French literature"
"759","Fantasy,Goblins"
"759","Juvenile fiction,Fairy tales,Children's stories,Princesses"
"759","Juvenile fiction"
"760","Epic poetry, Greek"
"760","Translations into English"
"760","Odysseus (Greek mythology)"
"760","Poetry"
"760","Homer"
"762","American poetry"
"763","India"
"763","Social life and customs"
"763","Fiction"
"763","English language"
"763","Textbooks for foreign speakers"
"763","Indic"
"763","Tagore, Rabindranath, 1861-1941"
"763","Translations into English"
"763","Short stories, Bengali"
"764","Epic poetry, Italian"
"764","Translations into English"
"764","Italian poetry"
"764","To 1400"
"766","Readers"
"767","Tales"
"767","Hawaii,Legends"
"767","Hawaii"
"768","Mowgli (Fictitious character)"
"768","India"
"768","Jungle animals"
"768","Fiction"
"769","Detective and mystery stories"
"769","Holmes, Sherlock (Fictitious character)"
"769","Fiction"
"769","Private investigators"
"769","England"
"769","Blessing and cursing"
"769","Dogs"
"769","Dartmoor (England)"
"770","Greece"
"770","Biography"
"770","Early works to 1800,Rome"
"770","Early works to 1800"
"771","Fairy tales"
"772","Crowds"
"774","Epic poetry, Greek"
"774","Translations into English"
"774","Achilles (Mythological character)"
"774","Poetry"
"774","Trojan War"
"775","Meditations"
"776","Readers,Folklore,History"
"777","Mysteries and miracle-plays, English"
"777","Moralities, English"
"777","English drama"
"777","To 1500"
"777","Bible plays, English"
"779","Handicraft for boys"
"780","Detective and mystery stories, English"
"780","Short stories"
"780","Fiction"
"782","Russian fiction"
"782","Translations into English"
"782","Dostoyevsky, Fyodor, 1821-1881"
"783","Rome"
"783","Fiction"
"783","Satire, Latin"
"783","Translations into English"
"785","England"
"785","Social life and customs"
"785","Fiction"
"785","Love stories, English"
"786","Poetry"
"788","Philosophy"
"789","Submarines (Ships)"
"789","Science fiction,Sea stories,Underwater exploration"
"789","Fiction"
"790","English drama"
"790","Historical drama"
"790","Timur, 1336-1405"
"790","Drama"
"790","Tragedies"
"791","Logic, Symbolic and mathematical"
"792","Norwegian drama"
"792","Translations into English,Architects"
"792","Drama"
"794","Instinct"
"794","Expression"
"794","Psychology, Comparative"
"794","Emotions"
"795","Wives"
"795","Drama,Man-woman relationships"
"795","Drama,Marriage"
"795","Drama,Norwegian drama"
"795","Translations into English"
"796","Conduct of life"
"796","Humorous stories,Germany"
"796","Satire,Clothing and dress"
"796","Philosophers"
"796","Didactic fiction"
"797","Epic poetry, Assyro-Babylonian"
"798","Philanthropists"
"798","United States"
"798","Biography"
"798","Carnegie, Andrew, 1835-1919"
"798","Industrialists"
"799","Ballad operas"
"799","Librettos"
"800","Drawing"
"801","Cowboys"
"801","Wyoming"
"801","Western stories,Vigilantes"
"801","Cattle stealing"
"801","Fiction"
"802","Agricola, Gnaeus Julius, 40-93"
"802","Germanic peoples"
"802","Early works to 1800"
"802","Statesmen"
"802","Rome"
"802","Biography"
"803","Monarchy,United States"
"803","Politics and government"
"803","1775-1783,Political science"
"804","Conduct of life"
"807","Psychological fiction,Alcoholics"
"807","Married people"
"807","New York (N.Y.)"
"807","Inheritance and succession"
"807","Domestic fiction,Socialites"
"807","Young men"
"807","Fiction"
"808","London (England)"
"808","History"
"808","1800-1950"
"808","Fiction"
"808","Conduct of life"
"808","Paranormal fiction"
"808","Portraits"
"808","Appearance (Philosophy)"
"808","Supernatural"
"808","Great Britain"
"808","Victoria, 1837-1901"
"808","Didactic fiction"
"810","Gifts"
"810","Short stories,Christmas stories"
"811","Word problems (Mathematics)"
"811","Mathematics"
"811","Problems, exercises, etc."
"814","People with disabilities"
"814","Artists"
"814","Orphans"
"814","Bildungsromans,Physicians"
"814","Fiction"
"815","Lays"
"815","Translations into English"
"815","Romances"
"815","Marie, de France, active 12th century"
"816","French fiction"
"816","Translations into English"
"817","English poetry"
"818","Science fiction,War stories,Space ships"
"818","Fiction"
"820","Historical fiction,Caribbean Area"
"820","Pirates"
"820","Physicians"
"820","Sea stories,Adventure stories,British"
"820","Caribbean Area"
"820","Fiction"
"821","Aeronautics"
"821","Periodicals,Airships"
"821","Periodicals"
"823","Natural history,Voyages around the world"
"823","History"
"823","19th century,Beagle Expedition (1831-1836),South America"
"823","Discovery and exploration,Geology"
"824","Country homes"
"824","Sisters"
"824","Social classes"
"824","Illegitimate children"
"824","England"
"824","Remarried people"
"824","Inheritance and succession"
"824","Domestic fiction"
"825","American essays,English essays"
"826","English essays"
"826","Early modern, 1500-1700"
"827","Hudson River Valley (N.Y. and N.J.)"
"827","Fiction"
"827","Americans"
"827","England"
"827","History"
"827","19th century"
"827","Fantasy fiction, American"
"827","Catskill Mountains Region (N.Y.)"
"827","Irving, Washington, 1783-1859"
"827","Travel"
"827","Social life and customs"
"828","Social problems"
"829","Persecution,Martyrs,Church history"
"830","Hamlet (Legendary character)"
"830","Drama,Tragedies,Murder victims' families"
"830","Drama,Princes"
"830","Drama,Denmark"
"830","Drama,Fathers"
"830","Death"
"830","Drama,Revenge"
"830","Drama,Kings and rulers"
"830","Succession"
"830","Drama"
"831","Science fiction"
"832","Ghost stories,English fiction"
"833","Science fiction,Short stories,Time travel"
"833","Fiction"
"835","Ocean travel"
"835","Women travelers"
"835","Bildungsromans,Love stories,Young women"
"835","British"
"835","South America"
"835","Fiction"
"836","Classical literature,Metamorphosis"
"836","Fiction"
"837","Abelard, Peter, 1079-1142"
"837","Correspondence"
"837","Love-letters"
"837","Authors, Latin (Medieval and modern)"
"837","France"
"837","H<e9>lo<ef>se, approximately 1095-1163 or 1164"
"838","Montessori method of education"
"840","Biographers"
"840","Triangles (Interpersonal relations)"
"840","Poets"
"840","Family relationships"
"840","London (England)"
"840","Mothers and daughters"
"840","Domestic fiction,Young women"
"840","Love stories"
"841","Boston (Mass.)"
"841","History"
"841","Colonial period, ca. 1600-1775"
"841","Fiction"
"841","Revenge"
"841","Psychological fiction"
"841","Triangles (Interpersonal relations)"
"841","Women immigrants"
"841","Illegitimate children"
"841","Historical fiction"
"841","Married women"
"841","Clergy"
"841","Puritans"
"841","Adultery"
"842","Detective and mystery stories"
"842","Rouletabille, Joseph (Fictitious character)"
"842","Fiction"
"842","Reporters and reporting"
"843","Rome"
"843","History"
"843","Civil War, 49-48 B.C."
"843","Gaul"
"843","Gallic Wars, 58-51 B.C."
"844","Mythology, Celtic"
"844","Celts"
"844","Religion"
"845","Political science"
"845","Handbooks, manuals, etc."
"845","World politics"
"845","Political statistics"
"845","Geography"
"846","Russia"
"846","Social life and customs"
"846","Drama,Russian drama"
"846","Translations into English,Comedies"
"848","Short stories, New Zealand"
"848","New Zealand"
"848","Social life and customs"
"848","Fiction"
"849","Life on other planets"
"849","Fiction"
"849","Voyages, Imaginary"
"849","Interplanetary voyages"
"849","Short stories"
"849","Science fiction"
"850","Authors"
"850","Andalusia (Spain)"
"850","Social life and customs"
"850","Donkeys"
"850","Fiction"
"851","Ethics"
"851","China"
"851","Philosophy, Chinese"
"852","Folklore"
"852","England,Fairy tales"
"852","England"
"853","Paris (France)"
"853","Man-woman relationships"
"853","Americans"
"853","France"
"853","Psychological fiction,Young men"
"853","Fiction"
"855","Autobiographical fiction"
"855","China"
"855","History"
"855","Qing dynasty, 1644-1912"
"855","Fiction"
"855","Domestic fiction"
"855","Cao, Xueqin, approximately 1717-1763"
"855","Jia, Baoyu (Fictitious character)"
"856","England"
"856","Detective and mystery stories"
"857","Psychological fiction,Triangles (Interpersonal relations)"
"857","Missing persons"
"857","England"
"857","Mystery fiction,Choral conductors"
"857","Cathedrals"
"857","Separation (Psychology)"
"857","Fiction"
"858","Murder"
"858","Guilt"
"858","Adultery"
"858","Fiction"
"859","British"
"859","Foreign countries"
"859","Impostors and imposture"
"859","Adventure stories"
"860","Christianity"
"860","Essence, genius, nature"
"860","Apologetics"
"860","Chesterton, G. K. (Gilbert Keith), 1874-1936"
"861","Family life"
"861","Survival"
"861","Islands"
"861","Fiction"
"862","Latin language"
"862","Grammar"
"863","Fantasy fiction"
"863","Satire"
"863","Voyages, Imaginary"
"863","Early works to 1800"
"863","Travelers"
"863","Fiction"
"863","Gulliver, Lemuel (Fictitious character)"
"864","Hindu philosophy,India"
"864","Religion"
"865","New England"
"865","History"
"865","19th century"
"865","Family life"
"865","Boarding schools"
"865","Schools"
"865","Fiction"
"866","Psychological fiction,Epistolary fiction,England"
"866","Young women"
"866","Crimes against"
"866","Conflict of generations"
"866","Rape victims"
"866","Kidnapping victims"
"866","Fiction"
"867","Vegetarianism,Food"
"867","Analysis,Diet"
"868","Short stories, American"
"868","Fiction"
"870","Classical literature"
"870","Philosophy, Ancient"
"870","Socrates, 470 BC-399 BC"
"870","Piety"
"870","Early works to 1800"
"871","Epic poetry, Greek"
"871","Translations into English"
"871","Hymns, Greek (Classical)"
"871","Gods, Greek"
"871","Poetry"
"871","Hesiod"
"873","Great Britain"
"873","Politics and government"
"873","1760-1820"
"873","France"
"873","History"
"873","Revolution, 1789-1799"
"873","Causes"
"873","Burke, Edmund, 1729-1797. Reflections on the revolution in France"
"873","Political science"
"875","Ship captains"
"875","Fugitives from justice"
"875","Psychological fiction,Sea stories"
"876","Common law"
"877","Western stories,Frontier and pioneer life"
"877","West (U.S.)"
"877","Fiction"
"878","Socialism"
"879","France"
"879","History"
"879","Revolution, 1789-1799"
"879","Louis XVI, 1774-1793"
"880","Swedish Americans"
"880","Women pioneers"
"880","Women farmers"
"880","Domestic fiction,Women immigrants"
"880","Frontier and pioneer life"
"880","Nebraska"
"880","Historical fiction,Nebraska"
"880","Brothers and sisters"
"880","Farm life"
"880","Fiction"
"881","Arthurian romances,Lady of the Lake (Legendary character)"
"881","Romances"
"882","World history,World history"
"882","Juvenile literature"
"883","American poetry"
"883","20th century"
"884","Poetry"
"885","Sex (Psychology),Sex"
"886","Military art and science"
"886","Early works to 1800,War"
"886","Early works to 1800"
"887","United States"
"887","Social life and customs"
"887","Fiction"
"887","Humorous stories, American"
"888","Philosophy"
"889","Mysticism"
"889","Poetry,Parables"
"890","Paganini, Nicol<f2>, 1782-1840"
"890","Violinists"
"890","Biography"
"891","Moli<e8>re, 1622-1673"
"891","Translations into English"
"891","Hypochondria"
"891","Drama"
"891","Comedies"
"892","World War, 1914-1918"
"892","Prince Edward Island"
"892","Juvenile fiction"
"892","Country life"
"892","Canada"
"893","Rabbits"
"893","Juvenile fiction"
"894","Decoration and ornament,Drawing"
"895","United States"
"895","Social life and customs"
"895","1783-1865"
"895","Dickens, Charles, 1812-1870"
"895","Travel"
"895","Description and travel"
"896","Political science"
"896","Early works to 1800"
"896","State, The"
"898","Racially mixed people"
"898","African American men"
"898","Fiction"
"899","Fantasy poetry, American"
"900","Humorous stories,Men"
"900","England"
"900","Diary fiction,England"
"900","Suburban life"
"900","Middle class"
"900","Fiction"
"901","Massachusetts"
"901","History"
"901","Colonial period, ca. 1600-1775"
"902","Nursery rhymes,Children's poetry"
"903","Plantation life"
"903","Fiction"
"903","Animals"
"903","African American men"
"903","Remus, Uncle (Fictitious character)"
"903","Georgia"
"903","Social life and customs"
"904","Persian poetry"
"904","Translations into English"
"905","Cebuano language"
"905","Dictionaries"
"905","English"
"908","Detective and mystery stories, English"
"908","Horror tales, English"
"909","Bildungsromans,Autobiographical fiction,Authors"
"909","San Francisco (Calif.)"
"909","Working class"
"909","Young men"
"909","Fiction"
"910","Magicians"
"910","Drama"
"910","Tragedies"
"910","Germany"
"910","Faust, -approximately 1540"
"911","Fairy tales"
"911","Arab countries,Fairy tales,Folklore"
"911","Arab countries,Children's stories,Tales"
"911","Arab countries,Arabs"
"911","Folklore"
"912","Fantasy fiction, English"
"912","Horror tales, English"
"912","Supernatural"
"912","Fiction"
"913","Witchcraft"
"913","Scotland"
"913","Fian, John, d. 1591"
"913","Magic"
"913","Demonology"
"915","Fugitive slaves"
"915","West Indies"
"915","Biography"
"915","Slavery"
"915","Prince, Mary"
"916","Fathers and daughters"
"916","Trials (Murder)"
"916","Political fiction,Domestic fiction,Poor families"
"916","Triangles (Interpersonal relations)"
"916","Manchester (England)"
"916","Working class women"
"916","Labor unions"
"916","Textile industry"
"916","Love stories"
"917","Fairies"
"917","Fiction"
"917","Kensington Gardens (London, England)"
"917","Kensington (London, England)"
"917","Adventure stories"
"917","Peter Pan (Fictitious character)"
"919","Philosophy, German"
"919","Ethics"
"919","Practical reason"
"920","English poetry"
"921","African Americans"
"921","Poetry"
"922","French poetry"
"922","Translations into English"
"923","Camping"
"924","Murderers"
"924","Drama,Soldiers"
"924","Mental health"
"924","Drama,Germany"
"924","Drama"
"926","Unrequited love"
"926","Young men"
"926","Germany"
"926","Germany"
"926","Social life and customs"
"926","Fiction"
"928","Zen priests"
"928","Biography,Zen Buddhism"
"928","History"
"930","Cooking"
"930","Pennsylvania"
"931","Science fiction,Short stories"
"932","Outdoor life"
"932","Juvenile fiction,Oceania"
"932","Juvenile fiction,Shipwrecks"
"932","Juvenile fiction,Robinsonades,Conduct of life"
"932","Juvenile fiction,Islands"
"932","Juvenile fiction,Pirates"
"932","Juvenile fiction,Survival skills"
"932","Juvenile fiction,Natural history"
"932","Juvenile fiction,Camping"
"932","Juvenile fiction,Shipwreck survival"
"932","Juvenile fiction"
"934","Nuclear warfare"
"934","Imaginary wars and battles"
"934","War stories"
"935","Mythology, Celtic"
"935","Celts"
"935","Religion"
"936","Russia"
"936","Social life and customs"
"936","Fiction"
"936","Dostoyevsky, Fyodor, 1821-1881"
"936","Translations into English"
"936","Short stories, Russian"
"937","Fathers and daughters"
"937","Stepfamilies"
"937","Social classes"
"937","Children of physicians"
"937","Bildungsromans,England"
"937","Domestic fiction,Young women"
"937","Love stories"
"938","English essays,Poetry"
"939","Authors"
"939","Norway"
"939","Hunger"
"939","Starvation"
"939","Urban poor"
"939","Fiction"
"940","Fantasy fiction,Tarzan (Fictitious character)"
"940","Adventure stories"
"941","Poetry"
"942","Apologetics"
"942","Chesterton, G. K. (Gilbert Keith), 1874-1936"
"943","Short stories"
"944","Theosophy"
"944","Doctrines,Thought and thinking"
"944","Religious aspects"
"945","Hell"
"945","Epic poetry, Italian"
"945","Translations into English"
"945","Italian poetry"
"945","To 1400"
"946","Mythology, Norse"
"946","Scalds and scaldic poetry"
"947","Science fiction,Short stories"
"948","Social psychology,Public opinion"
"948","United States,United States"
"948","Politics and government,Public opinion,Social psychology"
"948","United States"
"949","Bengali poetry"
"949","Translations into English"
"949","Indic poetry"
"949","Tagore, Rabindranath, 1861-1941"
"950","Tolstoy, Leo, graf, 1828-1910"
"950","Translations into English"
"950","Short stories"
"950","Russia"
"950","Social life and customs"
"950","Fiction"
"951","Ghost stories,Fiction"
"952","Furniture making"
"952","Amateurs' manuals"
"952","Furniture, Mission"
"952","Design and construction"
"953","Yoga"
"953","Early works to 1800"
"954","Fantasy fiction, English"
"954","Short stories"
"954","Science fiction, English"
"955","Greece"
"955","Biography"
"955","Early works to 1800,Rome"
"955","Early works to 1800"
"956","Adventure stories"
"956","Revenge"
"956","Fiction"
"956","France"
"956","History"
"956","19th century"
"956","Pirates"
"956","Historical fiction"
"956","Prisoners"
"956","Dant<e8>s, Edmond (Fictitious character)"
"957","Japan"
"957","Social life and customs,Japanese tea ceremony,Tea"
"958","Princes"
"958","Happiness"
"958","Satire,Ethiopia"
"958","Fiction"
"959","Classical literature"
"959","Jason (Greek mythology)"
"959","Argonauts (Greek mythology)"
"959","Medea, consort of Aegeus, King of Athens (Mythological character)"
"960","Italian poetry"
"960","To 1400"
"960","Epic poetry, Italian"
"961","English drama"
"961","17th century"
"962","Historical drama"
"962","Great Britain"
"962","Kings and rulers"
"962","Drama"
"962","Tragedies"
"962","History"
"962","Richard III, 1483-1485"
"962","Richard III, King of England, 1452-1485"
"963","Private investigators"
"963","England"
"963","Fiction"
"963","Detective and mystery stories"
"963","Holmes, Sherlock (Fictitious character)"
"964","Menus"
"964","Food conservation"
"964","Cooking, American"
"965","American literature"
"965","19th century,Literature"
"965","Collections"
"967","Tahiti (French Polynesia : Island)"
"967","Painters"
"967","Psychological fiction,England"
"967","Fiction"
"968","Words and phrase lists"
"968","English"
"969","Mothers and sons"
"969","Drama,Seafaring life"
"969","Drama,Ireland"
"969","Drama,Drowning victims"
"969","Drama"
"970","Ships"
"970","History,Sailing ships"
"970","History,Shipbuilding"
"970","History"
"971","Italian literature"
"971","Translations into English"
"972","Exiles"
"972","Drama,Comedies,Fathers and daughters"
"972","Drama,Pastoral drama"
